sample_id,split,total_calories,total_protein,total_carb,total_fat,image_path
2383,test,498.769836,25.254065,73.531738,11.819027,data/processed/food-nutrients/images/002383.jpg
2384,train,177.659988,7.56,20.16,7.56,data/processed/food-nutrients/images/002384.jpg
2385,train,217.028381,8.091219,21.601864,11.281487,data/processed/food-nutrients/images/002385.jpg
2386,train,246.028381,8.381219,29.141865,11.339486,data/processed/food-nutrients/images/002386.jpg
2387,train,261.028381,9.461219,32.141861,11.519486,data/processed/food-nutrients/images/002387.jpg
2388,train,455.387939,28.074873,34.854778,23.15468,data/processed/food-nutrients/images/002388.jpg
2389,train,497.719971,34.040001,1.288,38.639999,data/processed/food-nutrients/images/002389.jpg
2390,train,97.379997,6.66,0.252,7.56,data/processed/food-nutrients/images/002390.jpg
2391,train,213.859985,29.059999,1.82,8.008,data/processed/food-nutrients/images/002391.jpg
2392,train,199.266052,25.466618,8.858501,20.85108,data/processed/food-nutrients/images/002392.jpg
2393,train,249.899155,26.381748,19.018438,22.069691,data/processed/food-nutrients/images/002393.jpg
2394,train,381.110779,31.071066,40.343685,25.977457,data/processed/food-nutrients/images/002394.jpg
2395,train,431.635803,34.224403,49.732021,26.765793,data/processed/food-nutrients/images/002395.jpg
2396,test,31.049999,0.216,1.701,2.889,data/processed/food-nutrients/images/002396.jpg
2397,train,36.809998,0.504,2.949,2.953,data/processed/food-nutrients/images/002397.jpg
2398,train,178.982971,18.674,9.269392,17.829895,data/processed/food-nutrients/images/002398.jpg
2399,train,311.142975,43.553997,9.269392,20.709892,data/processed/food-nutrients/images/002399.jpg
2400,train,364.234009,44.513561,19.922529,21.987663,data/processed/food-nutrients/images/002400.jpg
2401,train,26.545507,0.479778,5.326569,0.638884,data/processed/food-nutrients/images/002401.jpg
2402,train,442.728943,52.757278,11.774262,19.221478,data/processed/food-nutrients/images/002402.jpg
2403,train,164.858002,6.944,20.77,5.828,data/processed/food-nutrients/images/002403.jpg
2404,train,248.09465,17.399502,22.05954,9.544518,data/processed/food-nutrients/images/002404.jpg
2405,train,270.70752,17.808199,26.596989,10.088751,data/processed/food-nutrients/images/002405.jpg
2406,test,342.378204,18.77529,29.221918,16.863768,data/processed/food-nutrients/images/002406.jpg
2407,val,361.413239,19.963291,32.758915,17.160767,data/processed/food-nutrients/images/002407.jpg
2408,train,194.326996,4.879,29.155001,7.021,data/processed/food-nutrients/images/002408.jpg
2409,train,175.746002,9.843,2.142,13.923,data/processed/food-nutrients/images/002409.jpg
2410,test,236.06601,21.443001,2.954,14.155001,data/processed/food-nutrients/images/002410.jpg
2411,train,450.666016,35.943001,5.274,30.105001,data/processed/food-nutrients/images/002411.jpg
2412,train,148.178009,8.299,1.806,11.739,data/processed/food-nutrients/images/002412.jpg
2413,train,222.278015,11.681,6.366,16.299,data/processed/food-nutrients/images/002413.jpg
2414,train,81.119995,15.6,1.092,0.312,data/processed/food-nutrients/images/002414.jpg
2415,train,183.586426,23.436096,9.571161,4.754447,data/processed/food-nutrients/images/002415.jpg
2416,train,234.494431,24.059095,22.387161,5.021447,data/processed/food-nutrients/images/002416.jpg
2417,train,335.944183,25.093241,41.001797,7.606813,data/processed/food-nutrients/images/002417.jpg
2418,train,48.810734,0.497561,8.956099,1.243902,data/processed/food-nutrients/images/002418.jpg
2419,train,419.31073,17.40756,31.756098,24.043901,data/processed/food-nutrients/images/002419.jpg
2420,test,227.009995,3.381,28.980001,10.948001,data/processed/food-nutrients/images/002420.jpg
2421,val,324.25,22.081001,30.289001,11.322001,data/processed/food-nutrients/images/002421.jpg
2422,train,115.805847,1.180488,21.248781,2.951219,data/processed/food-nutrients/images/002422.jpg
2423,val,141.005844,1.684488,27.632782,3.119219,data/processed/food-nutrients/images/002423.jpg
2424,test,194.015839,2.335488,40.652782,3.398219,data/processed/food-nutrients/images/002424.jpg
2425,train,220.535858,2.959488,46.892776,3.554219,data/processed/food-nutrients/images/002425.jpg
2426,train,248.535843,3.239488,54.172783,3.610219,data/processed/food-nutrients/images/002426.jpg
2427,train,464.855835,44.839493,57.084778,4.442219,data/processed/food-nutrients/images/002427.jpg
2428,train,497.915833,46.549492,64.60878,4.670219,data/processed/food-nutrients/images/002428.jpg
2429,train,15.841,0.511,3.723,0.073,data/processed/food-nutrients/images/002429.jpg
2430,train,142.740997,2.401,19.923,6.193,data/processed/food-nutrients/images/002430.jpg
2431,val,208.098145,6.68656,31.273438,7.830707,data/processed/food-nutrients/images/002431.jpg
2432,val,600.798035,36.421764,39.35067,34.061848,data/processed/food-nutrients/images/002432.jpg
2433,train,712.456421,51.12669,42.989044,46.945045,data/processed/food-nutrients/images/002433.jpg
2434,train,404.167999,17.024,50.920002,14.287999,data/processed/food-nutrients/images/002434.jpg
2435,train,541.238098,20.289171,57.831768,25.873276,data/processed/food-nutrients/images/002435.jpg
2436,train,23.1,0.462,5.852,0.154,data/processed/food-nutrients/images/002436.jpg
2437,train,177.188782,2.032732,34.125175,4.080829,data/processed/food-nutrients/images/002437.jpg
2438,train,208.928787,2.354732,42.405174,4.172829,data/processed/food-nutrients/images/002438.jpg
2439,train,478.808777,54.254734,46.038174,5.210829,data/processed/food-nutrients/images/002439.jpg
2440,test,502.878784,55.499733,51.516174,5.376829,data/processed/food-nutrients/images/002440.jpg
2441,train,87.331001,6.693,0.713,6.463,data/processed/food-nutrients/images/002441.jpg
2442,train,235.531006,35.193001,2.708,7.033,data/processed/food-nutrients/images/002442.jpg
2443,train,26.1625,0.8775,3.4125,1.29875,data/processed/food-nutrients/images/002443.jpg
2444,train,127.107117,2.239599,7.109585,10.841025,data/processed/food-nutrients/images/002444.jpg
2445,train,591.435242,41.9048,14.729663,41.458504,data/processed/food-nutrients/images/002445.jpg
2446,train,304.052368,25.973656,4.989798,20.049007,data/processed/food-nutrients/images/002446.jpg
2447,train,367.6474,26.831778,7.318961,26.060642,data/processed/food-nutrients/images/002447.jpg
2448,train,623.007507,37.391777,38.998962,35.372643,data/processed/food-nutrients/images/002448.jpg
2449,train,851.396545,40.429775,63.400967,49.484638,data/processed/food-nutrients/images/002449.jpg
2450,train,279.194977,11.76,35.174999,9.87,data/processed/food-nutrients/images/002450.jpg
2451,train,307.944977,11.96,36.75,12.545,data/processed/food-nutrients/images/002451.jpg
2452,val,399.804565,13.19951,40.114349,21.22847,data/processed/food-nutrients/images/002452.jpg
2453,val,601.348572,51.14151,40.114346,25.62047,data/processed/food-nutrients/images/002453.jpg
2454,train,829.737549,54.179504,64.516342,39.732468,data/processed/food-nutrients/images/002454.jpg
2455,test,1030.160645,56.845505,85.930336,52.116467,data/processed/food-nutrients/images/002455.jpg
2456,train,153.204697,13.087502,2.514239,10.102215,data/processed/food-nutrients/images/002456.jpg
2457,train,330.840851,32.21138,14.725341,26.888262,data/processed/food-nutrients/images/002457.jpg
2458,train,374.793854,33.685577,20.45834,29.070162,data/processed/food-nutrients/images/002458.jpg
2459,test,498.018677,38.089466,40.485527,32.74007,data/processed/food-nutrients/images/002459.jpg
2460,val,239.309998,10.08,30.150002,8.46,data/processed/food-nutrients/images/002460.jpg
2461,train,72.360779,1.450291,2.958964,6.584693,data/processed/food-nutrients/images/002461.jpg
2462,train,203.66246,4.929469,13.156699,15.866496,data/processed/food-nutrients/images/002462.jpg
2463,train,268.266998,5.801213,15.522832,21.973553,data/processed/food-nutrients/images/002463.jpg
2464,test,352.946991,15.081212,17.726831,27.541552,data/processed/food-nutrients/images/002464.jpg
2465,train,506.847046,27.231215,44.726837,28.081553,data/processed/food-nutrients/images/002465.jpg
2466,train,92.339996,7.29,16.200001,0.324,data/processed/food-nutrients/images/002466.jpg
2467,train,170.615997,9.364126,22.279419,5.857383,data/processed/food-nutrients/images/002467.jpg
2468,train,190.499496,10.031026,24.872919,6.844433,data/processed/food-nutrients/images/002468.jpg
2469,train,251.781372,15.266026,25.878613,10.885319,data/processed/food-nutrients/images/002469.jpg
2470,train,500.918823,42.087563,43.004883,34.428013,data/processed/food-nutrients/images/002470.jpg
2471,val,96.261002,2.903,18.35,2.743,data/processed/food-nutrients/images/002471.jpg
2472,train,212.347305,4.469414,22.601648,13.716616,data/processed/food-nutrients/images/002472.jpg
2473,train,542.326721,32.657883,28.016935,35.475227,data/processed/food-nutrients/images/002473.jpg
2474,train,54.599998,10.5,0.735,0.21,data/processed/food-nutrients/images/002474.jpg
2475,train,207.569,15.059,29.738001,2.344,data/processed/food-nutrients/images/002475.jpg
2476,test,287.306,21.17,30.389,8.245,data/processed/food-nutrients/images/002476.jpg
2477,train,327.986023,21.735001,40.558998,8.358,data/processed/food-nutrients/images/002477.jpg
2478,train,10.08,0.504,2.184,0.112,data/processed/food-nutrients/images/002478.jpg
2479,train,238.027573,17.603327,5.8212,15.737777,data/processed/food-nutrients/images/002479.jpg
2480,test,258.327576,18.995329,9.881201,15.969777,data/processed/food-nutrients/images/002480.jpg
2481,train,316.827545,19.580328,25.091196,16.086779,data/processed/food-nutrients/images/002481.jpg
2482,train,491.939545,52.546329,25.0912,19.902781,data/processed/food-nutrients/images/002482.jpg
2483,train,516.089478,52.714333,26.4142,22.14978,data/processed/food-nutrients/images/002483.jpg
2484,train,50.136581,2.107317,6.146341,2.546341,data/processed/food-nutrients/images/002484.jpg
2485,train,621.091003,44.937073,15.256662,41.685188,data/processed/food-nutrients/images/002485.jpg
2486,val,327.810303,24.590466,5.23064,22.471354,data/processed/food-nutrients/images/002486.jpg
2487,train,398.001526,27.54071,13.835518,26.036234,data/processed/food-nutrients/images/002487.jpg
2488,train,530.596924,40.410912,15.705273,33.648357,data/processed/food-nutrients/images/002488.jpg
2489,train,103.700996,4.368,13.065001,3.666,data/processed/food-nutrients/images/002489.jpg
2490,train,331.007507,26.4312,16.270294,16.715342,data/processed/food-nutrients/images/002490.jpg
2491,val,372.230896,28.163883,21.323952,18.809,data/processed/food-nutrients/images/002491.jpg
2492,train,504.417786,30.773952,23.514265,31.904985,data/processed/food-nutrients/images/002492.jpg
2493,train,575.185059,31.990742,35.539471,33.986801,data/processed/food-nutrients/images/002493.jpg
2494,train,43.279999,2.96,0.112,3.36,data/processed/food-nutrients/images/002494.jpg
2495,train,90.599998,12.06,0.749,3.542,data/processed/food-nutrients/images/002495.jpg
2496,train,180.56488,12.977074,17.256317,5.834682,data/processed/food-nutrients/images/002496.jpg
2497,test,255.804886,13.901073,35.736317,6.230683,data/processed/food-nutrients/images/002497.jpg
2498,train,348.126129,20.961317,43.375961,10.233284,data/processed/food-nutrients/images/002498.jpg
2499,test,398.496124,21.472317,56.515961,10.379284,data/processed/food-nutrients/images/002499.jpg
2500,test,263.749023,11.447001,25.220001,13.847,data/processed/food-nutrients/images/002500.jpg
2501,train,291.309021,16.747002,25.591002,13.953,data/processed/food-nutrients/images/002501.jpg
2502,train,467.054993,26.59,27.733002,27.875999,data/processed/food-nutrients/images/002502.jpg
2503,train,481.503418,26.921808,30.147346,28.395676,data/processed/food-nutrients/images/002503.jpg
2504,train,543.713135,27.555956,41.561977,29.981041,data/processed/food-nutrients/images/002504.jpg
2505,train,206.959991,39.799999,2.786,0.796,data/processed/food-nutrients/images/002505.jpg
2506,train,304.581451,40.79512,20.698196,3.283805,data/processed/food-nutrients/images/002506.jpg
2507,train,331.581451,41.17012,27.448196,3.358805,data/processed/food-nutrients/images/002507.jpg
2508,val,381.171448,41.779121,39.628197,3.619805,data/processed/food-nutrients/images/002508.jpg
2509,train,92.039993,17.700001,1.239,0.354,data/processed/food-nutrients/images/002509.jpg
2510,train,178.176575,18.578049,17.043879,2.549122,data/processed/food-nutrients/images/002510.jpg
2511,train,234.606583,19.271049,30.903877,2.846122,data/processed/food-nutrients/images/002511.jpg
2512,val,41.594833,1.024,4.924903,2.229677,data/processed/food-nutrients/images/002512.jpg
2513,val,379.034851,23.824001,8.572904,27.309677,data/processed/food-nutrients/images/002513.jpg
2514,test,638.714844,41.584,9.244903,47.469677,data/processed/food-nutrients/images/002514.jpg
2515,train,129.097992,9.894,1.054,9.554,data/processed/food-nutrients/images/002515.jpg
2516,train,299.297974,21.394001,2.894,22.203999,data/processed/food-nutrients/images/002516.jpg
2517,train,359.927979,22.297001,10.634001,25.127998,data/processed/food-nutrients/images/002517.jpg
2518,train,62.585663,0.844501,2.292192,5.91621,data/processed/food-nutrients/images/002518.jpg
2519,train,609.333923,52.597542,12.058959,37.047943,data/processed/food-nutrients/images/002519.jpg
2520,train,252.680466,23.91774,4.513725,14.387574,data/processed/food-nutrients/images/002520.jpg
2521,train,296.240448,27.085739,8.770726,16.466574,data/processed/food-nutrients/images/002521.jpg
2522,train,319.490448,28.759739,13.420726,16.745577,data/processed/food-nutrients/images/002522.jpg
2523,train,280.281769,4.109205,20.304913,21.615925,data/processed/food-nutrients/images/002523.jpg
2524,train,315.591034,5.192313,24.396652,23.180414,data/processed/food-nutrients/images/002524.jpg
2525,train,544.310486,26.841993,28.482351,36.203651,data/processed/food-nutrients/images/002525.jpg
2526,train,15.4,1.21,2.915,0.22,data/processed/food-nutrients/images/002526.jpg
2527,train,47.599998,3.418,9.355,0.588,data/processed/food-nutrients/images/002527.jpg
2528,train,193.649994,4.434,17.355999,14.177,data/processed/food-nutrients/images/002528.jpg
2529,val,578.099976,76.664001,17.355999,22.564999,data/processed/food-nutrients/images/002529.jpg
2530,train,908.60498,76.664001,19.202002,59.342999,data/processed/food-nutrients/images/002530.jpg
2531,train,1324.084961,76.664001,19.202002,106.343002,data/processed/food-nutrients/images/002531.jpg
2532,train,43.75,3.15,8.75,0.525,data/processed/food-nutrients/images/002532.jpg
2533,train,228.459991,5.901,32.330002,9.433001,data/processed/food-nutrients/images/002533.jpg
2534,val,614.015503,42.396172,39.217323,31.386456,data/processed/food-nutrients/images/002534.jpg
2535,test,52.491199,0.708292,1.922484,4.961983,data/processed/food-nutrients/images/002535.jpg
2536,train,124.089249,2.100204,4.257738,11.76551,data/processed/food-nutrients/images/002536.jpg
2537,train,219.813263,6.132204,16.317738,15.149511,data/processed/food-nutrients/images/002537.jpg
2538,train,323.553284,10.422204,29.18774,18.93251,data/processed/food-nutrients/images/002538.jpg
2539,train,15.6,0.429,3.51,0.039,data/processed/food-nutrients/images/002539.jpg
2540,train,43.099998,2.409,9.01,0.369,data/processed/food-nutrients/images/002540.jpg
2541,train,57.5,3.129,12.25,0.441,data/processed/food-nutrients/images/002541.jpg
2542,train,69.200005,3.714,14.785,0.571,data/processed/food-nutrients/images/002542.jpg
2543,train,340.127991,54.717999,14.785001,6.475,data/processed/food-nutrients/images/002543.jpg
2544,val,375.227997,55.419998,23.677,6.709,data/processed/food-nutrients/images/002544.jpg
2545,test,186.12999,7.84,23.450001,6.58,data/processed/food-nutrients/images/002545.jpg
2546,train,325.539917,21.035995,25.940332,14.517972,data/processed/food-nutrients/images/002546.jpg
2547,train,520.864685,35.657082,38.407925,23.834845,data/processed/food-nutrients/images/002547.jpg
2548,test,539.864685,37.025078,42.207928,24.062843,data/processed/food-nutrients/images/002548.jpg
2549,train,586.944702,40.449074,46.808929,26.309841,data/processed/food-nutrients/images/002549.jpg
2550,train,127.279999,8.6,1.376,9.46,data/processed/food-nutrients/images/002550.jpg
2551,train,313.440002,44.400002,3.882,10.176,data/processed/food-nutrients/images/002551.jpg
2552,train,426.374634,45.55122,24.603952,13.054049,data/processed/food-nutrients/images/002552.jpg
2553,train,454.274597,46.109219,31.671951,13.240049,data/processed/food-nutrients/images/002553.jpg
2554,train,501.884644,46.59222,44.091949,13.378048,data/processed/food-nutrients/images/002554.jpg
2555,test,523.634644,47.71722,49.041954,13.528048,data/processed/food-nutrients/images/002555.jpg
2556,train,89.964882,0.917073,16.507318,2.292683,data/processed/food-nutrients/images/002556.jpg
2557,train,172.644882,16.817074,17.620319,2.610683,data/processed/food-nutrients/images/002557.jpg
2558,train,226.744873,20.517075,17.760319,6.810682,data/processed/food-nutrients/images/002558.jpg
2559,train,390.872986,16.464001,49.245003,13.818,data/processed/food-nutrients/images/002559.jpg
2560,train,435.312988,19.696001,53.588001,15.939,data/processed/food-nutrients/images/002560.jpg
2561,train,132.599991,29.58,0.0,0.612,data/processed/food-nutrients/images/002561.jpg
2562,train,352.315979,70.943001,0.0,5.4,data/processed/food-nutrients/images/002562.jpg
2563,train,379.915985,72.322998,6.21,5.538,data/processed/food-nutrients/images/002563.jpg
2564,train,582.0,80.834999,31.670002,12.681999,data/processed/food-nutrients/images/002564.jpg
2565,train,595.140015,81.492004,34.517002,12.827999,data/processed/food-nutrients/images/002565.jpg
2566,train,623.429932,82.112991,41.417,12.966,data/processed/food-nutrients/images/002566.jpg
2567,test,656.429932,82.443001,49.997002,13.032,data/processed/food-nutrients/images/002567.jpg
2568,train,16.66,1.2495,3.1115,0.2205,data/processed/food-nutrients/images/002568.jpg
2569,train,435.493286,41.902988,9.017551,24.26512,data/processed/food-nutrients/images/002569.jpg
2570,val,557.521606,43.740959,17.046598,34.1091,data/processed/food-nutrients/images/002570.jpg
2571,test,200.386719,4.773446,10.10451,16.936852,data/processed/food-nutrients/images/002571.jpg
2572,test,324.39798,13.664001,40.870003,11.467999,data/processed/food-nutrients/images/002572.jpg
2573,train,465.412231,27.351355,42.858475,19.563423,data/processed/food-nutrients/images/002573.jpg
2574,train,504.065033,28.041883,44.41399,23.109737,data/processed/food-nutrients/images/002574.jpg
2575,train,529.144897,29.865883,46.864986,24.306738,data/processed/food-nutrients/images/002575.jpg
2576,train,26.52,1.989,4.953,0.351,data/processed/food-nutrients/images/002576.jpg
2577,train,55.965,3.2725,10.842,1.0305,data/processed/food-nutrients/images/002577.jpg
2578,train,222.235489,19.411322,13.186614,10.575852,data/processed/food-nutrients/images/002578.jpg
2579,train,396.804047,25.650156,41.558456,15.774881,data/processed/food-nutrients/images/002579.jpg
2580,train,93.064995,3.92,11.725,3.29,data/processed/food-nutrients/images/002580.jpg
2581,train,250.916733,19.241669,13.950899,12.352043,data/processed/food-nutrients/images/002581.jpg
2582,train,268.661774,20.015167,17.499899,12.761543,data/processed/food-nutrients/images/002582.jpg
2583,train,406.821747,30.063168,31.0019,19.355543,data/processed/food-nutrients/images/002583.jpg
2584,train,196.559998,37.799999,2.646,0.756,data/processed/food-nutrients/images/002584.jpg
2585,train,322.893646,39.087803,25.826488,3.975512,data/processed/food-nutrients/images/002585.jpg
2586,train,351.405518,39.603123,31.547619,4.66172,data/processed/food-nutrients/images/002586.jpg
2587,train,386.59552,39.960121,40.727619,4.763721,data/processed/food-nutrients/images/002587.jpg
2588,train,428.59549,40.800117,51.367619,5.04372,data/processed/food-nutrients/images/002588.jpg
2589,train,451.795471,42.000122,56.647617,5.20372,data/processed/food-nutrients/images/002589.jpg
2590,train,98.578537,1.004878,18.087807,2.512195,data/processed/food-nutrients/images/002590.jpg
2591,test,135.37854,4.224878,18.777807,4.812195,data/processed/food-nutrients/images/002591.jpg
2592,train,340.958527,18.284878,19.309807,20.772194,data/processed/food-nutrients/images/002592.jpg
2593,train,406.998535,30.984879,20.198807,21.026194,data/processed/food-nutrients/images/002593.jpg
2594,train,74.360001,14.3,1.001,0.286,data/processed/food-nutrients/images/002594.jpg
2595,train,663.939575,107.055565,8.94381,19.142382,data/processed/food-nutrients/images/002595.jpg
2596,train,898.019653,116.735558,37.98381,27.678381,data/processed/food-nutrients/images/002596.jpg
2597,train,53.613285,3.515498,9.310905,1.343432,data/processed/food-nutrients/images/002597.jpg
2598,train,302.886444,16.297201,40.929695,9.08052,data/processed/food-nutrients/images/002598.jpg
2599,train,391.326447,22.7292,49.572693,13.301519,data/processed/food-nutrients/images/002599.jpg
2600,train,64.405495,3.30245,8.169447,1.999056,data/processed/food-nutrients/images/002600.jpg
2601,train,145.937561,14.462402,12.175006,11.480614,data/processed/food-nutrients/images/002601.jpg
2602,train,173.791214,15.633135,15.58964,12.895247,data/processed/food-nutrients/images/002602.jpg
2603,train,314.77124,21.463133,33.079639,18.036247,data/processed/food-nutrients/images/002603.jpg
2604,train,40.848213,2.678475,7.094023,1.023567,data/processed/food-nutrients/images/002604.jpg
2605,train,112.960785,4.252189,13.839738,5.843282,data/processed/food-nutrients/images/002605.jpg
2606,train,298.380798,24.572189,18.665737,18.03528,data/processed/food-nutrients/images/002606.jpg
2607,val,40.48,2.944,3.956,1.932,data/processed/food-nutrients/images/002607.jpg
2608,test,73.669174,5.120261,9.719893,2.763648,data/processed/food-nutrients/images/002608.jpg
2609,val,250.187943,14.171419,32.110229,8.242543,data/processed/food-nutrients/images/002609.jpg
2610,train,201.565338,10.335444,25.567343,6.256306,data/processed/food-nutrients/images/002610.jpg
2611,train,244.455963,13.147844,33.016068,7.331051,data/processed/food-nutrients/images/002611.jpg
2612,train,263.816223,13.797193,35.541317,8.292127,data/processed/food-nutrients/images/002612.jpg
2613,train,291.816223,14.077192,42.821316,8.348126,data/processed/food-nutrients/images/002613.jpg
2614,test,364.416199,19.357193,49.916317,11.813126,data/processed/food-nutrients/images/002614.jpg
2615,train,167.709991,11.47,0.434,13.02,data/processed/food-nutrients/images/002615.jpg
2616,val,221.604736,13.27765,7.46375,15.695424,data/processed/food-nutrients/images/002616.jpg
2617,train,570.884766,36.877651,11.23975,41.655426,data/processed/food-nutrients/images/002617.jpg
2618,train,92.418648,3.302913,15.020389,2.752427,data/processed/food-nutrients/images/002618.jpg
2619,train,154.358154,4.422395,27.449049,4.243155,data/processed/food-nutrients/images/002619.jpg
2620,train,319.280365,19.016382,36.280937,11.794086,data/processed/food-nutrients/images/002620.jpg
2621,train,32.936092,0.59528,6.608891,0.792689,data/processed/food-nutrients/images/002621.jpg
2622,test,404.011017,33.431751,26.480633,17.782284,data/processed/food-nutrients/images/002622.jpg
2623,val,470.011047,38.23175,32.930637,20.932283,data/processed/food-nutrients/images/002623.jpg
2624,train,49.649929,0.897363,9.962658,1.194949,data/processed/food-nutrients/images/002624.jpg
2625,train,150.530945,2.631936,27.104969,4.162645,data/processed/food-nutrients/images/002625.jpg
2626,train,560.774963,38.934471,49.074287,22.945583,data/processed/food-nutrients/images/002626.jpg
2627,train,287.639984,12.24,32.639999,12.24,data/processed/food-nutrients/images/002627.jpg
2628,train,305.828583,12.568737,36.289688,12.677753,data/processed/food-nutrients/images/002628.jpg
2629,train,359.408569,13.366736,43.129684,15.261753,data/processed/food-nutrients/images/002629.jpg
2630,train,396.63858,17.446737,44.098686,17.709755,data/processed/food-nutrients/images/002630.jpg
2631,train,446.326233,18.301077,52.541916,19.171455,data/processed/food-nutrients/images/002631.jpg
2632,val,470.086212,20.029079,54.863914,20.305454,data/processed/food-nutrients/images/002632.jpg
2633,train,13.110001,1.653,2.052,0.228,data/processed/food-nutrients/images/002633.jpg
2634,train,23.210001,2.663,4.072,0.228,data/processed/food-nutrients/images/002634.jpg
2635,test,171.559998,3.695,12.198999,14.031,data/processed/food-nutrients/images/002635.jpg
2636,train,362.960022,39.654999,12.198999,18.207001,data/processed/food-nutrients/images/002636.jpg
2637,train,479.248993,50.022999,13.332999,25.929001,data/processed/food-nutrients/images/002637.jpg
2638,train,600.278931,50.022999,14.009,39.396999,data/processed/food-nutrients/images/002638.jpg
2639,train,706.358948,50.022999,14.009,51.396999,data/processed/food-nutrients/images/002639.jpg
2640,train,68.909271,0.702439,12.643903,1.756098,data/processed/food-nutrients/images/002640.jpg
2641,train,167.18927,19.602438,13.966903,2.134098,data/processed/food-nutrients/images/002641.jpg
2642,val,229.710007,6.726,19.722,13.566,data/processed/food-nutrients/images/002642.jpg
2643,train,581.508667,41.841675,26.089733,33.07954,data/processed/food-nutrients/images/002643.jpg
2644,train,28.0,0.28,7.28,0.056,data/processed/food-nutrients/images/002644.jpg
2645,val,93.436127,2.245049,16.65864,2.244349,data/processed/food-nutrients/images/002645.jpg
2646,train,197.301407,19.958797,18.116875,4.829733,data/processed/food-nutrients/images/002646.jpg
2647,train,422.28891,42.416496,22.189262,17.309324,data/processed/food-nutrients/images/002647.jpg
2648,test,357.934662,35.728153,6.4788,19.853895,data/processed/food-nutrients/images/002648.jpg
2649,train,467.824677,38.302158,29.2488,20.744896,data/processed/food-nutrients/images/002649.jpg
2650,train,612.350098,41.299091,36.632473,33.065617,data/processed/food-nutrients/images/002650.jpg
2651,train,47.615753,1.59705,6.21075,2.363725,data/processed/food-nutrients/images/002651.jpg
2652,train,198.970978,16.704958,8.950356,10.759086,data/processed/food-nutrients/images/002652.jpg
2653,train,277.656799,30.124464,10.055079,12.71771,data/processed/food-nutrients/images/002653.jpg
2654,train,368.698364,32.858444,23.103624,15.76237,data/processed/food-nutrients/images/002654.jpg
2655,train,21.6,1.08,4.86,0.108,data/processed/food-nutrients/images/002655.jpg
2656,train,334.619995,14.4,40.380001,13.427999,data/processed/food-nutrients/images/002656.jpg
2657,train,377.820007,16.559999,49.740002,13.907999,data/processed/food-nutrients/images/002657.jpg
2658,train,720.890137,75.069046,54.556591,22.447601,data/processed/food-nutrients/images/002658.jpg
2659,val,195.761993,2.604,20.916,12.096,data/processed/food-nutrients/images/002659.jpg
2660,train,38.546906,1.893478,5.717885,1.534471,data/processed/food-nutrients/images/002660.jpg
2661,val,45.482903,2.641478,7.043886,1.568471,data/processed/food-nutrients/images/002661.jpg
2662,train,307.28656,28.774073,11.782665,16.090178,data/processed/food-nutrients/images/002662.jpg
2663,train,411.151825,46.487823,13.240899,18.675562,data/processed/food-nutrients/images/002663.jpg
2664,train,241.169998,43.658001,2.862,5.148,data/processed/food-nutrients/images/002664.jpg
2665,test,297.929993,47.485001,13.052999,5.363,data/processed/food-nutrients/images/002665.jpg
2666,train,307.429993,48.435001,14.953,5.363,data/processed/food-nutrients/images/002666.jpg
2667,train,395.97998,49.051003,19.803999,13.601999,data/processed/food-nutrients/images/002667.jpg
2668,train,464.892029,55.195004,20.476002,18.178001,data/processed/food-nutrients/images/002668.jpg
2669,test,774.291992,55.195,20.476,53.178001,data/processed/food-nutrients/images/002669.jpg
2670,test,244.627991,10.304,30.820002,8.648,data/processed/food-nutrients/images/002670.jpg
2671,train,254.215988,11.338,32.653,8.695,data/processed/food-nutrients/images/002671.jpg
2672,val,326.76474,13.516641,43.051056,11.121214,data/processed/food-nutrients/images/002672.jpg
2673,train,510.889587,44.918285,45.636108,15.704393,data/processed/food-nutrients/images/002673.jpg
2674,train,178.529999,12.21,0.462,13.86,data/processed/food-nutrients/images/002674.jpg
2675,train,321.529999,39.709999,2.387,14.41,data/processed/food-nutrients/images/002675.jpg
2676,test,421.617584,42.174,14.237548,19.77516,data/processed/food-nutrients/images/002676.jpg
2677,train,460.42337,44.718552,20.976871,20.747547,data/processed/food-nutrients/images/002677.jpg
2678,train,31.620001,0.744,7.44,0.186,data/processed/food-nutrients/images/002678.jpg
2679,train,43.349998,0.863,10.5,0.22,data/processed/food-nutrients/images/002679.jpg
2680,train,296.092896,3.009226,49.627357,10.290755,data/processed/food-nutrients/images/002680.jpg
2681,val,490.052887,40.309227,52.238358,11.036756,data/processed/food-nutrients/images/002681.jpg
2682,train,198.320007,13.400001,2.144,14.74,data/processed/food-nutrients/images/002682.jpg
2683,train,246.827271,16.580688,10.568151,15.955486,data/processed/food-nutrients/images/002683.jpg
2684,train,484.807251,18.478689,33.92815,32.015488,data/processed/food-nutrients/images/002684.jpg
2685,val,603.827271,26.61869,34.236149,41.255486,data/processed/food-nutrients/images/002685.jpg
2686,val,33.345001,1.4535,6.669,0.7695,data/processed/food-nutrients/images/002686.jpg
2687,train,129.225006,2.8815,18.909,5.3935,data/processed/food-nutrients/images/002687.jpg
2688,train,479.034454,59.862839,23.092735,15.635769,data/processed/food-nutrients/images/002688.jpg
2689,train,84.722847,1.382376,3.010693,7.981188,data/processed/food-nutrients/images/002689.jpg
2690,train,230.61496,25.147102,4.755569,12.252845,data/processed/food-nutrients/images/002690.jpg
